id,current_age,retirement_age,birth_year,birth_month,gender,address,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1029,66,72,1953,3,Male,"474 Church Street, Gqeberha",322992,658602,1558314,676,3
1680,59,63,1960,11,Female,"745 Jan Smuts Avenue, Pietermaritzburg",520488,1061262,1968444,598,2
1052,61,61,1958,12,Male,"131 Market Street, Gqeberha",465282,507780,413298,655,2
494,39,68,1980,5,Male,"970 Voortrekker Road, Pretoria",497430,1014246,585540,779,3
94,59,72,1961,1,Female,"57 Pretoria Street, Gqeberha",324522,661680,1723590,593,2
425,38,67,1981,11,Male,"178 Van der Merwe Avenue, Bloemfontein",525132,1070676,2350890,688,4
1720,55,60,1964,5,Female,"5 King George Street, Pretoria",219150,446886,1084698,590,1
1699,67,65,1953,1,Female,"690 Queen Street, Bloemfontein",929358,952722,675252,737,7
1495,52,70,1967,12,Male,"849 Jan Smuts Avenue, Cape Town",560052,1141794,2205900,770,7
1005,21,67,1998,11,Male,"601 Durban Road, Pretoria",348552,710730,2593818,685,1
439,33,59,1986,8,Female,"39 Pretoria Street, Cape Town",458496,934884,1750536,697,2
1285,68,53,1951,12,Female,"803 Victoria Road, Bloemfontein",551196,1175364,336312,524,2
1973,58,65,1962,1,Female,"430 Church Street, Johannesburg",287100,585360,529794,731,4
448,41,63,1978,8,Male,"693 Victoria Road, Johannesburg",348462,710496,1487268,698,1
1907,37,66,1982,5,Female,"402 Victoria Road, East London",304164,620226,881388,666,2
73,48,73,1971,12,Male,"97 Jan Smuts Avenue, Cape Town",472086,962604,1314540,674,3
1097,39,68,1980,10,Male,"395 Cape Road, Pietermaritzburg",285534,582174,1062108,732,3
1644,83,65,1937,1,Male,"305 Market Street, Johannesburg",277308,574974,22464,686,6
967,41,56,1978,10,Female,"260 Pretoria Street, Pietermaritzburg",289458,590202,858222,699,2
1929,29,64,1990,8,Male,"180 Cape Road, East London",369648,753714,1381050,717,1
1114,44,66,1976,1,Male,"271 Cape Road, Bloemfontein",327672,668070,1051884,685,3
1087,40,65,1979,12,Female,"39 Church Street, Cape Town",273636,557946,1470888,722,2
95,25,67,1994,8,Female,"523 Cape Road, Johannesburg",781776,1593972,2558772,701,2
1778,29,63,1990,3,Male,"106 Main Road, Bloemfontein",262008,534276,1185210,659,2
1031,61,68,1959,1,Male,"86 Swart Street, East London",474642,967716,672498,689,8
788,19,66,2001,1,Female,"534 Voortrekker Road, Durban",480924,980586,1300338,802,2
728,30,67,1989,7,Female,"418 Swart Street, Pietermaritzburg",292032,595368,902106,721,3
1639,58,67,1961,5,Male,"954 Voortrekker Road, Durban",437832,892710,1225026,676,1
1587,31,67,1988,12,Male,"210 Nelson Mandela Drive, Durban",724068,1476342,1162494,695,3
1883,76,66,1943,5,Male,"345 Van der Merwe Avenue, Cape Town",482670,934956,411102,723,4
712,74,67,1945,3,Female,"65 Van der Merwe Avenue, East London",361836,524340,157428,720,5
1414,71,66,1948,8,Female,"140 Market Street, Bloemfontein",303030,250866,69372,783,4
243,20,63,1999,3,Male,"992 King George Street, Bloemfontein",336852,686844,1450962,666,1
146,47,67,1972,7,Female,"246 Cape Road, Bloemfontein",606618,1236780,3632328,717,3
715,37,75,1983,1,Female,"64 Church Street, Pretoria",885510,1805454,970542,821,2
1489,58,65,1961,11,Female,"586 Durban Road, Durban",450018,917640,1578870,691,1
1232,18,69,2002,1,Male,"855 King George Street, Gqeberha",413244,842580,0,747,2
842,61,65,1959,2,Male,"247 Nelson Mandela Drive, Gqeberha",910926,1857330,3715596,564,1
486,23,71,1996,4,Male,"101 Queen Street, Gqeberha",412326,840672,1655028,810,1
763,35,61,1985,1,Male,"390 Cape Road, Johannesburg",910422,1856268,2342880,642,1
154,48,61,1971,6,Male,"207 Queen Street, Bloemfontein",330768,674424,1322064,666,3
704,51,67,1968,7,Female,"342 Voortrekker Road, Bloemfontein",994932,2028510,632430,840,6
1409,23,65,1996,5,Male,"881 King George Street, Pretoria",390024,795258,1487196,701,1
1601,26,65,1993,5,Female,"895 Jan Smuts Avenue, Pietermaritzburg",598734,1220760,1551186,628,2
729,80,67,1939,4,Female,"742 Queen Street, Cape Town",295578,447912,32904,850,6
1016,41,53,1978,8,Female,"853 Church Street, Cape Town",0,9954,13320,719,3
1214,40,64,1979,11,Male,"837 Jan Smuts Avenue, Cape Town",639792,1304460,2401578,711,2
1760,35,66,1984,11,Female,"722 Jan Smuts Avenue, Cape Town",318528,649458,2126718,682,2
927,37,68,1982,6,Male,"808 Voortrekker Road, East London",524196,1068750,0,729,2
1667,18,70,2002,2,Male,"661 Swart Street, Bloemfontein",428076,872838,2859678,588,1
1796,60,67,1959,4,Female,"23 Main Road, Cape Town",272484,555606,228348,794,3
179,33,67,1986,5,Female,"825 Pretoria Street, Bloemfontein",352890,719532,1159254,652,2
395,39,72,1981,2,Male,"138 Market Street, East London",437958,892998,1989774,739,4
513,24,69,1995,10,Male,"80 Cape Road, East London",316512,645408,1318626,712,4
187,35,72,1984,9,Female,"526 Main Road, Johannesburg",315666,643680,1129824,830,1
491,40,69,1979,6,Male,"736 Church Street, East London",238482,486234,1058508,651,3
1153,63,62,1956,4,Male,"598 Voortrekker Road, Gqeberha",447282,1044108,363528,774,1
377,80,67,1940,1,Female,"649 Durban Road, Bloemfontein",447912,703980,6534,750,5
850,38,66,1981,12,Female,"487 Church Street, Cape Town",353898,721566,313056,712,2
1186,46,65,1973,10,Male,"457 Johannesburg Road, Pietermaritzburg",316854,646038,1579482,577,3
1694,83,65,1936,3,Female,"734 Cape Road, Cape Town",669834,1345554,28530,726,5
716,31,70,1988,5,Male,"831 Johannesburg Road, Cape Town",234036,477198,393642,769,6
1131,76,69,1943,4,Male,"295 Johannesburg Road, Pretoria",512820,354276,0,683,4
1719,81,64,1938,9,Female,"554 Main Road, Gqeberha",348948,417906,46062,616,3
254,30,66,1989,5,Male,"513 Voortrekker Road, Cape Town",596718,1216602,0,734,3
226,30,68,1989,8,Male,"569 Pretoria Street, Durban",820728,1673280,1155006,724,3
1307,52,61,1967,4,Female,"121 Voortrekker Road, Gqeberha",768330,1566540,2816532,646,5
1095,72,66,1948,2,Male,"85 Voortrekker Road, East London",347922,412524,204678,750,5
1729,29,56,1990,9,Female,"468 Nelson Mandela Drive, East London",440010,897156,1435500,698,1
1466,36,75,1983,4,Female,"892 Cape Road, Pretoria",317232,646794,422118,812,2
1226,42,67,1978,2,Male,"409 Queen Street, Johannesburg",325440,663480,1170882,714,3
1755,53,70,1967,2,Male,"799 Jan Smuts Avenue, Cape Town",249552,508842,1200258,734,6
475,20,66,1999,11,Male,"713 Van der Merwe Avenue, Durban",356886,727668,1371582,727,1
1956,43,71,1976,8,Female,"649 Voortrekker Road, Gqeberha",329940,672678,60804,739,4
706,33,68,1986,9,Female,"646 Johannesburg Road, East London",596664,1216602,1909296,602,2
474,55,66,1964,4,Male,"417 King George Street, Bloemfontein",714690,1457226,2900988,683,6
1259,64,69,1955,7,Female,"685 Johannesburg Road, Gqeberha",1697436,3460842,1803456,700,6
320,34,75,1985,8,Male,"890 Main Road, East London",314640,641538,1159542,625,2
93,33,69,1986,8,Female,"478 Cape Road, Pretoria",253314,516528,952380,686,4
1182,30,65,1989,4,Male,"598 Market Street, Bloemfontein",336816,686754,1664388,658,1
150,51,73,1968,8,Female,"742 Main Road, Cape Town",631116,1286820,0,782,3
1327,20,67,1999,12,Female,"706 Victoria Road, Gqeberha",379674,774108,470592,688,2
784,44,67,1975,6,Male,"637 Jan Smuts Avenue, East London",437202,891414,1604322,688,4
1471,31,76,1988,11,Male,"687 Johannesburg Road, Pietermaritzburg",193140,393768,363042,786,2
367,27,67,1992,8,Female,"629 Durban Road, East London",395856,807174,1209222,756,2
1050,43,65,1976,3,Female,"190 Durban Road, East London",317250,646884,849672,670,3
207,73,65,1946,10,Female,"147 Van der Merwe Avenue, Pietermaritzburg",301410,513954,351126,745,5
1838,18,68,2001,12,Female,"779 Jan Smuts Avenue, Gqeberha",351360,716454,964926,695,1
798,50,68,1969,9,Female,"550 Johannesburg Road, Pietermaritzburg",433242,883368,1017846,715,4
1207,41,65,1978,10,Male,"675 Main Road, Durban",497628,1014624,1287792,664,3
1012,35,66,1984,6,Female,"903 Swart Street, Durban",290052,591390,1696104,693,2
844,65,64,1955,2,Male,"346 Pretoria Street, Durban",385218,326682,480096,738,2
334,44,65,1975,11,Male,"302 Church Street, Pietermaritzburg",356724,727326,467748,697,3
815,19,60,2000,6,Male,"369 Johannesburg Road, Cape Town",427446,871524,1315908,756,2
1100,61,73,1958,7,Male,"114 Queen Street, Bloemfontein",528066,1076670,1319850,573,2
407,23,66,1996,8,Female,"7 Queen Street, Pietermaritzburg",374796,764172,1147572,750,4
1244,43,69,1976,5,Female,"199 Jan Smuts Avenue, Bloemfontein",289314,589950,1310130,637,1
1740,36,67,1983,12,Male,"277 Market Street, Pretoria",507870,1035576,1102824,735,4
1754,34,67,1985,11,Female,"777 Main Road, Pietermaritzburg",232380,473850,584208,562,1
1184,70,74,1950,1,Male,"561 Van der Merwe Avenue, Pretoria",607086,1237770,1360944,798,5
1440,26,58,1993,4,Male,"85 Van der Merwe Avenue, Bloemfontein",341370,696060,1456092,630,1
200,57,65,1962,11,Female,"594 Church Street, Durban",322524,657504,1976130,701,3
1446,28,61,1991,4,Male,"844 Pretoria Street, East London",248598,506934,915696,689,4
1263,56,70,1963,8,Female,"143 Van der Merwe Avenue, Pietermaritzburg",323586,659736,1097082,600,3
1483,18,70,2001,12,Male,"467 Nelson Mandela Drive, Pietermaritzburg",480474,979686,1734642,714,2
1085,27,66,1992,6,Female,"747 Pretoria Street, Durban",655020,1335564,289512,838,3
1961,18,66,2002,1,Male,"54 Church Street, Johannesburg",308088,628272,828036,657,2
776,55,73,1964,12,Male,"397 Durban Road, Gqeberha",860364,1754190,3945834,616,2
890,37,66,1983,1,Female,"57 Van der Merwe Avenue, Gqeberha",460656,939258,482256,727,2
1445,68,68,1951,6,Male,"650 Main Road, Cape Town",323442,502902,202374,841,5
74,54,74,1965,5,Female,"980 King George Street, East London",370422,755226,2718486,783,3
1216,26,61,1993,11,Female,"508 Van der Merwe Avenue, Pietermaritzburg",353988,721836,1041426,601,6
797,61,69,1958,9,Female,"762 Nelson Mandela Drive, Gqeberha",547380,1116090,2699424,651,9
610,18,58,2002,1,Male,"428 King George Street, East London",388962,793098,1943190,713,4
1917,49,69,1970,5,Male,"467 Durban Road, Cape Town",516492,1053054,681084,680,4
975,28,67,1991,5,Female,"100 Nelson Mandela Drive, Gqeberha",260208,530604,706032,675,2
109,29,66,1990,8,Female,"162 Durban Road, Bloemfontein",353250,720090,678492,737,2
547,70,66,1949,5,Male,"359 Cape Road, Cape Town",330318,574218,293130,778,4
347,28,63,1991,8,Female,"336 Voortrekker Road, Cape Town",388836,792828,1043676,557,3
201,61,65,1958,5,Male,"215 Cape Road, Durban",316206,644814,1740438,732,3
1368,29,69,1990,5,Female,"271 Market Street, Bloemfontein",397062,809568,1441962,717,2
1547,28,66,1992,2,Male,"668 Johannesburg Road, Cape Town",353430,720630,1246338,684,2
1812,31,62,1988,5,Female,"150 Victoria Road, Gqeberha",450036,917604,1384164,574,2
1379,76,72,1943,6,Male,"176 Johannesburg Road, Gqeberha",356040,619344,163926,701,4
82,22,68,1997,9,Female,"266 Pretoria Street, Cape Town",0,36468,25506,779,1
1053,59,66,1960,5,Male,"585 Nelson Mandela Drive, Bloemfontein",490590,1000278,1682280,636,3
1893,26,59,1993,12,Male,"734 Pretoria Street, Pretoria",469512,957276,1791900,623,1
955,33,67,1987,2,Male,"396 Victoria Road, Pietermaritzburg",299664,610992,960354,798,4
856,54,59,1965,7,Male,"44 Van der Merwe Avenue, Johannesburg",1009242,2057724,5905602,748,3
1361,67,66,1952,12,Male,"658 Nelson Mandela Drive, Pretoria",267264,516852,233604,638,2
261,41,66,1979,2,Male,"40 Johannesburg Road, Pretoria",521730,1063674,2111850,737,5
64,39,68,1980,3,Female,"161 Pretoria Street, East London",454356,926370,0,702,2
1864,20,69,1999,8,Male,"713 Queen Street, Johannesburg",448272,913968,356130,701,1
1768,28,65,1991,9,Female,"673 Johannesburg Road, Cape Town",453690,925038,1525824,573,1
1151,53,65,1966,12,Male,"937 Johannesburg Road, Gqeberha",0,16560,34452,788,3
356,50,73,1969,10,Female,"84 Jan Smuts Avenue, East London",365670,745560,0,691,5
1393,52,67,1967,4,Female,"444 Van der Merwe Avenue, Pietermaritzburg",304218,620280,790848,692,2
865,41,65,1979,2,Male,"341 Swart Street, Pietermaritzburg",333558,680148,1938456,693,5
1914,21,70,1998,4,Female,"457 Victoria Road, Johannesburg",372204,758898,1065780,672,1
1641,30,69,1989,3,Male,"433 Church Street, Cape Town",459054,935964,1324350,640,1
707,22,67,1997,12,Female,"646 Jan Smuts Avenue, Cape Town",328878,670554,1143396,576,1
3,49,65,1970,12,Male,"166 Durban Road, East London",246690,502974,336474,681,4
754,76,69,1943,3,Female,"646 Nelson Mandela Drive, Gqeberha",342450,590706,489762,705,6
148,62,66,1957,8,Male,"397 Queen Street, Johannesburg",341496,696258,2037420,663,5
127,48,68,1971,7,Male,"680 Johannesburg Road, Pretoria",278532,567954,1150884,729,3
1675,36,70,1983,8,Male,"692 Victoria Road, Durban",441342,899874,953604,767,3
747,63,64,1956,4,Male,"392 Nelson Mandela Drive, Pietermaritzburg",254466,518904,896274,687,4
1942,77,63,1942,3,Female,"10 Queen Street, Durban",0,18,0,673,3
452,31,74,1988,3,Male,"162 Church Street, East London",559296,1140408,2521926,704,5
1157,33,58,1986,12,Female,"923 Jan Smuts Avenue, Gqeberha",507834,1035468,1488870,812,1
1534,36,65,1983,7,Male,"204 Church Street, Durban",713268,1454292,69606,803,2
1086,57,64,1962,12,Female,"463 Van der Merwe Avenue, Pretoria",673326,1372932,1846998,698,2
1984,29,60,1990,5,Female,"233 Victoria Road, East London",343062,699498,1117440,528,1
835,32,65,1987,4,Male,"781 King George Street, East London",400014,815616,212184,681,4
758,63,68,1956,12,Male,"717 Swart Street, Pietermaritzburg",381204,777240,662976,764,5
1795,25,66,1994,10,Female,"611 Nelson Mandela Drive, Johannesburg",532440,1085580,1638306,647,6
1221,64,69,1955,11,Female,"274 Market Street, Johannesburg",271422,553446,930006,850,4
1821,21,68,1998,9,Male,"49 Swart Street, East London",385092,785106,299898,803,3
1248,51,71,1968,7,Female,"523 Cape Road, Pretoria",383004,780948,39456,698,3
1900,62,62,1958,2,Female,"958 Van der Merwe Avenue, Johannesburg",350694,656370,230202,688,1
597,72,66,1948,1,Male,"499 Church Street, Gqeberha",930456,1170990,30168,736,6
1620,21,68,1998,6,Male,"873 Market Street, Pretoria",326016,664632,1295136,701,3
1213,34,69,1985,11,Male,"125 Van der Merwe Avenue, East London",384714,784422,1745892,795,3
619,54,65,1965,12,Male,"44 Jan Smuts Avenue, Pretoria",476604,971748,1050858,748,4
1043,21,61,1998,9,Female,"462 Market Street, East London",857466,1748286,3783708,660,2
394,52,71,1967,4,Male,"833 Church Street, Pietermaritzburg",614484,1252872,849474,684,4
1376,49,68,1971,1,Female,"99 Victoria Road, Pietermaritzburg",547524,1116342,1541988,543,4
834,19,68,2000,11,Male,"836 Van der Merwe Avenue, Gqeberha",287370,585900,1491804,746,6
837,30,65,1989,4,Male,"169 Main Road, Pietermaritzburg",318618,649656,1138968,679,1
1257,55,67,1964,7,Male,"532 Pretoria Street, Durban",426024,868662,2641932,721,3
1966,42,68,1977,11,Male,"350 Jan Smuts Avenue, Bloemfontein",278046,566982,821898,782,4
358,36,71,1983,7,Female,"445 Swart Street, Gqeberha",274374,559422,1653210,605,2
912,46,66,1973,8,Male,"672 Jan Smuts Avenue, Bloemfontein",418392,853110,744858,755,2
605,42,73,1977,10,Male,"586 Jan Smuts Avenue, Pretoria",419688,855756,48006,725,3
1362,58,67,1962,1,Male,"962 Nelson Mandela Drive, East London",640134,1305180,797706,727,4
1513,48,66,1972,2,Male,"394 King George Street, Pretoria",580320,1183248,3708000,733,3
1521,71,71,1948,3,Female,"559 Market Street, East London",344160,352458,385632,706,3
564,57,64,1962,6,Male,"977 Pretoria Street, Bloemfontein",374400,763398,1999386,765,2
1309,87,64,1932,4,Female,"899 Market Street, Pietermaritzburg",674730,1006236,60930,531,1
1583,38,68,1981,10,Male,"223 Queen Street, Durban",466506,951192,0,826,3
1885,46,65,1973,9,Male,"146 Victoria Road, Gqeberha",327078,667008,1363140,753,4
1566,44,64,1976,1,Male,"524 Nelson Mandela Drive, East London",355068,723960,1911078,718,3
401,81,71,1938,9,Male,"967 Market Street, East London",274302,515592,15822,806,7
15,52,66,1968,2,Female,"94 Johannesburg Road, Durban",261954,534114,233100,788,3
1666,61,62,1958,12,Male,"188 Van der Merwe Avenue, Pietermaritzburg",414522,845172,1255554,578,4
509,33,66,1986,7,Male,"35 Van der Merwe Avenue, Johannesburg",393156,801612,1933380,702,4
954,51,65,1968,6,Male,"870 Swart Street, Pietermaritzburg",335142,683334,1848888,772,4
832,40,67,1979,5,Female,"429 Voortrekker Road, Durban",444312,905922,1381662,625,4
1046,44,66,1975,6,Male,"791 Market Street, Pretoria",324126,660870,1332396,547,4
630,60,66,1959,7,Male,"550 Jan Smuts Avenue, Cape Town",348876,711378,1113498,491,3
1561,78,67,1941,5,Female,"747 Jan Smuts Avenue, Durban",480726,918252,420588,759,4
1548,41,65,1978,10,Male,"337 Cape Road, Cape Town",645012,1315206,113976,721,3
221,63,65,1956,12,Female,"670 Victoria Road, Pretoria",390042,795294,1617336,850,4
1991,21,65,1998,10,Male,"435 Main Road, Pretoria",202374,412596,162072,694,1
1328,28,68,1992,1,Female,"564 King George Street, Cape Town",750276,1529766,2928924,600,2
1901,63,69,1956,3,Female,"976 Queen Street, Pietermaritzburg",297756,607104,1931166,730,3
665,81,65,1939,1,Female,"734 Cape Road, Johannesburg",223308,209034,7686,790,8
442,47,66,1972,8,Male,"201 Main Road, Pietermaritzburg",429048,874800,431856,791,5
1626,58,63,1961,7,Male,"746 Jan Smuts Avenue, Durban",532278,1085256,2056014,531,1
1539,42,61,1977,3,Female,"934 Nelson Mandela Drive, East London",512334,1044612,2331828,676,2
601,68,67,1951,7,Male,"644 Nelson Mandela Drive, Durban",285282,774072,275472,761,6
541,51,70,1968,7,Female,"928 Nelson Mandela Drive, Pietermaritzburg",257274,524592,634824,645,1
210,46,63,1973,8,Male,"758 Market Street, Johannesburg",228186,465300,1013130,630,1
206,28,59,1992,2,Female,"85 Pretoria Street, East London",331758,676494,929394,782,2
926,20,60,1999,11,Female,"102 Van der Merwe Avenue, Cape Town",365490,745254,3710358,776,1
115,61,69,1958,7,Male,"202 King George Street, Johannesburg",891828,1818324,1406070,748,6
1779,30,69,1989,4,Male,"305 Johannesburg Road, Gqeberha",283590,578250,1056816,733,2
248,80,67,1939,12,Female,"375 Durban Road, East London",238572,244728,6336,684,4
1003,51,62,1968,11,Male,"645 Main Road, Bloemfontein",710910,1449468,2112840,632,1
294,36,59,1983,8,Male,"463 Durban Road, Bloemfontein",388008,791154,1384470,607,1
118,56,68,1963,12,Female,"479 Cape Road, Pretoria",278478,567594,761670,753,3
292,23,65,1996,9,Female,"894 Cape Road, Bloemfontein",377046,768798,872874,717,1
755,74,67,1945,11,Female,"225 Durban Road, Johannesburg",241362,416466,87678,642,5
1878,18,64,2002,1,Male,"208 Market Street, Pietermaritzburg",351144,716004,1095300,702,1
1432,42,72,1977,8,Male,"823 Market Street, Gqeberha",615690,1255446,1453734,741,4
456,54,63,1965,10,Male,"280 Voortrekker Road, Johannesburg",308520,629046,882432,751,3
623,63,60,1956,4,Male,"688 Main Road, Pietermaritzburg",577494,1403298,716598,616,3
1426,22,66,1997,4,Female,"835 King George Street, Johannesburg",1012536,2064456,1648350,805,2
47,47,62,1972,9,Male,"209 Pretoria Street, Pretoria",224550,457812,819720,712,4
760,56,64,1964,2,Female,"493 Church Street, Bloemfontein",331560,676044,1305252,778,3
956,30,66,1989,12,Female,"18 Cape Road, East London",415872,847980,1028862,804,2
194,52,68,1968,2,Male,"739 Nelson Mandela Drive, Cape Town",270864,552258,1470240,746,4
693,20,66,1999,8,Female,"138 Van der Merwe Avenue, Pietermaritzburg",574290,1170918,3977118,703,2
1246,49,67,1970,5,Female,"743 Nelson Mandela Drive, Pretoria",273726,558144,1089486,713,4
641,62,68,1957,11,Male,"553 Johannesburg Road, Pretoria",331560,676008,0,735,6
1060,76,68,1944,2,Male,"201 Main Road, Bloemfontein",322362,387846,288720,785,5
1292,20,68,1999,4,Male,"241 Market Street, Durban",256482,522918,104742,774,2
1113,19,69,2000,5,Female,"748 Church Street, Cape Town",255600,521154,65142,738,2
245,39,65,1980,7,Female,"406 Swart Street, Gqeberha",518868,1057932,1692954,528,2
774,46,61,1973,7,Male,"780 Van der Merwe Avenue, Pretoria",294804,601110,1039932,588,2
1822,87,65,1933,1,Female,"261 Church Street, Cape Town",259110,412092,27018,767,5
1209,45,67,1974,6,Female,"998 Jan Smuts Avenue, East London",563382,1148670,86976,699,6
997,57,67,1963,2,Female,"835 Van der Merwe Avenue, Bloemfontein",485226,989334,1901214,675,4
1180,28,69,1991,9,Male,"407 Johannesburg Road, Durban",317232,646920,978372,595,3
318,62,67,1957,5,Male,"389 Voortrekker Road, Pretoria",325854,664398,1680606,724,4
691,34,64,1985,12,Female,"973 Main Road, Johannesburg",395838,807084,1979118,561,1
1993,59,72,1960,3,Female,"90 Pretoria Street, Cape Town",819162,1670130,2200572,786,6
252,67,70,1953,1,Male,"323 King George Street, Durban",308898,629730,529362,723,6
1757,39,68,1980,11,Male,"643 Durban Road, East London",371592,757548,1431540,784,4
1324,45,61,1974,11,Female,"469 King George Street, Cape Town",343170,699696,1709460,663,4
1557,50,66,1970,2,Female,"465 Van der Merwe Avenue, Cape Town",426366,869310,1972044,707,3
1555,28,64,1991,6,Female,"181 Jan Smuts Avenue, Durban",350532,714744,2046870,717,3
941,56,72,1963,6,Female,"618 Queen Street, Gqeberha",400914,817488,1486998,713,1
156,36,67,1983,7,Female,"510 Johannesburg Road, Johannesburg",247302,504126,0,691,4
24,48,64,1971,11,Female,"349 Pretoria Street, Cape Town",340308,693972,849348,708,1
302,27,67,1992,8,Female,"10 Church Street, Pretoria",330030,672912,2165886,706,2
949,29,71,1990,11,Female,"498 Jan Smuts Avenue, Gqeberha",562212,1146312,1743552,709,5
1281,92,61,1927,12,Female,"841 Victoria Road, Cape Town",263376,477828,44640,689,6
1428,35,62,1984,11,Female,"251 Victoria Road, Cape Town",251334,512496,769500,508,1
433,49,65,1970,4,Male,"192 Nelson Mandela Drive, Durban",282168,575226,222246,771,6
584,61,68,1958,8,Male,"292 Durban Road, Pretoria",257724,525510,1167858,743,3
1832,36,67,1983,10,Male,"205 Pretoria Street, Johannesburg",321102,654696,1425960,684,2
222,48,70,1971,7,Female,"946 Durban Road, Pretoria",824724,1681506,2086488,714,3
648,40,61,1980,2,Female,"137 Johannesburg Road, Cape Town",263556,537372,1188792,674,3
1939,43,69,1976,11,Female,"896 Cape Road, Durban",222516,453726,613926,685,1
722,25,66,1995,1,Male,"570 Main Road, Bloemfontein",291024,593388,1327338,707,1
1889,66,67,1953,7,Male,"712 Jan Smuts Avenue, Pretoria",423504,863496,0,748,5
1229,50,66,1970,2,Male,"324 Main Road, Johannesburg",435708,888300,376956,713,6
505,39,63,1980,12,Female,"486 Nelson Mandela Drive, Bloemfontein",268218,546894,1052388,609,2
1083,44,65,1975,3,Female,"858 Cape Road, Bloemfontein",340488,694224,1193400,756,4
1656,35,69,1984,5,Female,"689 Johannesburg Road, Durban",363222,740538,1458288,706,3
568,24,66,1996,2,Male,"632 Jan Smuts Avenue, Durban",340110,693468,1090008,778,1
1373,35,66,1984,12,Female,"975 Jan Smuts Avenue, Cape Town",301752,615258,912024,764,2
667,83,63,1936,3,Male,"508 Nelson Mandela Drive, Cape Town",545850,751734,41022,714,5
480,50,68,1969,11,Male,"633 Jan Smuts Avenue, Johannesburg",760212,1550034,3192354,713,6
569,52,73,1968,2,Male,"254 Durban Road, Durban",402786,821250,1460448,662,1
1600,62,66,1957,9,Female,"29 Nelson Mandela Drive, Gqeberha",893322,1821474,2245878,747,3
1063,64,66,1956,2,Male,"392 Voortrekker Road, Pietermaritzburg",334620,682164,665892,716,5
32,82,67,1937,9,Female,"639 Pretoria Street, Johannesburg",415332,941670,57132,695,4
1040,28,67,1991,10,Female,"915 Nelson Mandela Drive, Durban",706842,1441080,0,689,2
396,89,72,1930,10,Female,"757 Jan Smuts Avenue, Pietermaritzburg",688932,906138,58860,735,5
1498,47,66,1972,7,Female,"499 Johannesburg Road, East London",448398,914220,63846,726,4
104,33,65,1986,11,Female,"918 Johannesburg Road, Gqeberha",330012,672912,885276,713,3
1062,58,65,1961,6,Male,"454 Durban Road, Bloemfontein",311436,634932,634212,708,3
1845,30,68,1989,7,Male,"539 Van der Merwe Avenue, Pietermaritzburg",417582,851400,1688184,784,1
1657,35,68,1984,9,Male,"724 Market Street, Pietermaritzburg",231282,471618,765918,655,1
1106,62,62,1958,2,Female,"629 King George Street, Bloemfontein",303156,374094,425214,699,3
1867,33,69,1986,10,Male,"184 Durban Road, Pretoria",388134,791424,1281924,644,1
1045,27,66,1992,7,Male,"465 Durban Road, Bloemfontein",298224,608004,181044,757,1
1786,48,63,1971,3,Female,"936 Voortrekker Road, Pietermaritzburg",340848,694998,1678590,755,5
1569,68,65,1951,3,Female,"638 Nelson Mandela Drive, Johannesburg",362754,703476,303660,722,4
899,29,65,1990,6,Female,"395 Market Street, Johannesburg",422766,862038,2057382,629,1
1595,47,65,1972,5,Female,"869 Victoria Road, Pietermaritzburg",459666,937134,1575882,753,2
446,23,68,1997,1,Male,"507 Jan Smuts Avenue, Gqeberha",435600,888156,1010466,703,1
53,49,68,1970,12,Female,"157 Johannesburg Road, Gqeberha",350478,714600,1063116,701,3
1136,23,65,1996,12,Male,"107 Main Road, Durban",607086,1237806,2156958,723,3
551,65,67,1955,1,Male,"245 Cape Road, Gqeberha",349056,711774,957276,776,3
1491,41,68,1978,4,Female,"46 Van der Merwe Avenue, Durban",407916,831762,1008612,710,4
330,36,71,1984,2,Male,"472 Jan Smuts Avenue, Pietermaritzburg",568710,1159542,3297780,711,1
392,50,65,1969,11,Female,"453 Jan Smuts Avenue, Cape Town",292212,595764,1072890,775,3
1144,57,66,1962,12,Female,"123 Voortrekker Road, Bloemfontein",269262,548910,1274850,773,4
1163,45,61,1975,1,Male,"697 Pretoria Street, Johannesburg",592974,1209060,2056518,489,3
230,39,65,1980,10,Female,"433 Market Street, Bloemfontein",313416,639018,1418418,693,4
1066,46,65,1973,6,Female,"618 Voortrekker Road, Pietermaritzburg",477810,974232,0,727,2
460,65,65,1954,12,Male,"986 Market Street, Pretoria",803952,737226,1154592,608,4
1661,42,67,1977,5,Female,"73 King George Street, Gqeberha",639954,1304604,1135404,728,2
1926,70,67,1950,1,Female,"455 Cape Road, Bloemfontein",319248,478332,94392,689,3
27,78,63,1941,8,Female,"908 Queen Street, Gqeberha",401472,428778,403686,613,8
365,55,70,1964,9,Female,"363 Jan Smuts Avenue, East London",336942,686970,826038,719,1
50,68,72,1951,7,Female,"797 Queen Street, Pietermaritzburg",346374,706284,1538226,702,4
653,19,65,2001,2,Female,"672 Johannesburg Road, Cape Town",455544,928818,1424574,745,1
743,44,66,1975,4,Female,"805 King George Street, Durban",286884,584838,441270,682,3
999,19,62,2000,10,Female,"931 Main Road, Cape Town",426438,869544,1918278,703,4
940,49,61,1970,6,Female,"172 Van der Merwe Avenue, Pietermaritzburg",368982,752400,1221048,699,6
534,27,74,1993,2,Female,"636 King George Street, East London",534240,1089180,417528,790,3
